eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
838,838,1775,1,5,22,45,0.0,0.0,10.124,44.238,44.238,44.238,44.238,10.0,10.0,4.55,4.55,4.55
839,839,1775,8,26,0,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
840,840,1775,10,6,7,35,0.0,0.0,8.8,42.167,42.167,42.167,42.167,10.0,10.0,4.4,4.4,4.4
841,841,1775,10,22,2,12,0.0,0.0,8.809,42.175,42.175,42.175,42.175,10.0,10.0,5.1,5.1,5.1
842,842,1776,3,29,0,0,0.0,0.0,,,,,,10.0,10.0,,,
843,843,1776,4,24,16,36,0.0,0.0,14.58,45.3,45.3,45.3,45.3,10.0,10.0,5.1,5.1,5.1
844,844,1776,7,10,0,0,0.0,0.0,12.706,46.233,46.233,46.233,46.233,10.0,10.0,5.82,5.82,5.82
845,845,1777,6,6,16,15,0.0,0.0,,,,,,10.0,10.0,,,
846,846,1777,8,19,8,19,0.0,0.0,13.537,41.697,41.697,41.697,41.697,10.0,10.0,4.4,4.4,4.4
847,847,1777,10,5,15,45,0.0,0.0,11.757,42.88,42.88,42.88,42.88,10.0,10.0,5.14,5.14,5.14
848,848,1778,1,4,16,30,0.0,0.0,13.513,43.619,43.619,43.619,43.619,10.0,10.0,4.63,4.63,4.63
849,849,1778,1,24,7,45,0.0,0.0,13.534,42.153,42.153,42.153,42.153,10.0,10.0,4.86,4.86,4.86
850,850,1778,2,18,2,18,0.0,0.0,10.182,44.175,44.175,44.175,44.175,10.0,10.0,3.93,3.93,3.93
851,851,1778,4,21,0,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.93,3.93,3.93
852,852,1778,6,11,0,0,0.0,0.0,12.04,44.222,44.222,44.222,44.222,10.0,10.0,4.4,4.4,4.4
853,853,1778,8,3,0,0,0.0,0.0,12.141,43.57,43.57,43.57,43.57,10.0,10.0,4.63,4.63,4.63
854,854,1779,6,1,23,55,0.0,0.0,,,,,,10.0,10.0,,,
855,855,1779,6,2,7,30,0.0,0.0,,,,,,10.0,10.0,,,
856,856,1779,6,4,7,0,0.0,0.0,11.479,44.443,44.443,44.443,44.443,10.0,10.0,5.22,5.22,5.22
857,857,1779,6,10,8,35,0.0,0.0,,,,,,10.0,10.0,,,
858,858,1779,6,26,12,0,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,4.16,4.16,4.16
859,859,1779,7,14,19,30,0.0,0.0,,,,,,10.0,10.0,,,
860,860,1779,8,8,8,8,0.0,0.0,14.342,40.819,40.819,40.819,40.819,10.0,10.0,3.5,3.5,3.5
861,861,1779,8,20,10,50,0.0,0.0,11.39,44.459,44.459,44.459,44.459,10.0,10.0,4.16,4.16,4.16
862,862,1779,10,1,0,45,0.0,0.0,14.447,40.736,40.736,40.736,40.736,10.0,10.0,3.37,3.37,3.37
863,863,1779,11,23,18,30,0.0,0.0,11.529,44.424,44.424,44.424,44.424,10.0,10.0,4.7,4.7,4.7
864,864,1779,12,12,0,0,0.0,0.0,14.343,40.814,40.814,40.814,40.814,10.0,10.0,3.37,3.37,3.37
865,865,1779,12,24,17,0,0.0,0.0,10.86,44.061,44.061,44.061,44.061,10.0,10.0,4.59,4.59,4.59
866,866,1779,12,31,16,0,0.0,0.0,10.821,44.03,44.03,44.03,44.03,10.0,10.0,4.16,4.16,4.16
867,867,1780,2,6,4,0,0.0,0.0,11.31,44.567,44.567,44.567,44.567,10.0,10.0,5.06,5.06,5.06
868,868,1780,3,28,0,0,0.0,0.0,15.316,37.866,37.866,37.866,37.866,10.0,10.0,5.52,5.52,5.52
869,869,1780,4,9,0,0,0.0,0.0,15.555,38.185,38.185,38.185,38.185,10.0,10.0,4.86,4.86,4.86
870,870,1780,5,25,0,0,0.0,0.0,12.197,44.418,44.418,44.418,44.418,10.0,10.0,4.4,4.4,4.4
871,871,1780,8,1,0,0,0.0,0.0,8.864,44.897,44.897,44.897,44.897,10.0,10.0,4.16,4.16,4.16
872,872,1780,8,4,0,0,0.0,0.0,8.864,44.897,44.897,44.897,44.897,10.0,10.0,4.16,4.16,4.16
873,873,1780,9,8,17,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
874,874,1780,9,14,0,0,0.0,0.0,14.982,38.081,38.081,38.081,38.081,10.0,10.0,5.33,5.33,5.33
875,875,1780,9,22,13,45,0.0,0.0,12.798,41.964,41.964,41.964,41.964,10.0,10.0,3.93,3.93,3.93
876,876,1781,1,3,2,30,0.0,0.0,11.537,43.171,43.171,43.171,43.171,10.0,10.0,5.19,5.19,5.19
877,877,1781,1,6,15,0,0.0,0.0,11.606,43.058,43.058,43.058,43.058,10.0,10.0,4.16,4.16,4.16
878,878,1781,1,11,1,11,0.0,0.0,12.965,40.892,40.892,40.892,40.892,10.0,10.0,4.16,4.16,4.16
879,879,1781,1,11,0,0,0.0,0.0,11.746,43.287,43.287,43.287,43.287,10.0,10.0,4.86,4.86,4.86
880,880,1781,2,25,2,25,0.0,0.0,12.671,41.72,41.72,41.72,41.72,10.0,10.0,4.16,4.16,4.16
881,881,1781,4,4,21,20,0.0,0.0,11.798,44.251,44.251,44.251,44.251,10.0,10.0,6.12,6.12,6.12
882,882,1781,4,13,8,30,0.0,0.0,12.965,40.892,40.892,40.892,40.892,10.0,10.0,4.16,4.16,4.16
883,883,1781,6,3,6,35,0.0,0.0,,,,,,10.0,10.0,,,
884,884,1781,6,3,0,0,0.0,0.0,12.512,43.596,43.596,43.596,43.596,10.0,10.0,6.51,6.51,6.51
885,885,1781,7,17,9,40,0.0,0.0,11.987,44.268,44.268,44.268,44.268,10.0,10.0,5.61,5.61,5.61
886,886,1781,9,10,11,30,0.0,0.0,9.589,45.501,45.501,45.501,45.501,10.0,10.0,4.93,4.93,4.93
887,887,1781,12,23,17,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
888,888,1782,1,11,0,0,0.0,0.0,14.778,41.131,41.131,41.131,41.131,10.0,10.0,4.16,4.16,4.16
889,889,1782,4,11,20,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
890,890,1782,9,24,0,0,0.0,0.0,12.716,41.815,41.815,41.815,41.815,10.0,10.0,4.63,4.63,4.63
891,891,1782,12,10,0,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
892,892,1783,2,5,12,0,0.0,0.0,15.97,38.297,38.297,38.297,38.297,10.0,10.0,7.1,7.1,7.1
893,893,1783,2,6,0,20,0.0,0.0,,,,,,10.0,10.0,,,
894,894,1783,2,7,13,10,0.0,0.0,16.201,38.58,38.58,38.58,38.58,10.0,10.0,6.74,6.74,6.74
895,895,1783,3,1,1,40,0.0,0.0,,,,,,10.0,10.0,,,
896,896,1783,3,28,18,55,0.0,0.0,16.464,38.785,38.785,38.785,38.785,10.0,10.0,7.03,7.03,7.03
897,897,1783,4,26,2,10,0.0,0.0,15.398,38.204,38.204,38.204,38.204,10.0,10.0,4.4,4.4,4.4
898,898,1783,6,29,0,0,0.0,0.0,11.716,43.774,43.774,43.774,43.774,10.0,10.0,4.4,4.4,4.4
899,899,1783,7,28,0,0,0.0,0.0,10.808,45.879,45.879,45.879,45.879,10.0,10.0,4.63,4.63,4.63
900,900,1783,11,15,0,0,0.0,0.0,15.292,41.689,41.689,41.689,41.689,10.0,10.0,4.86,4.86,4.86
901,901,1783,11,20,11,58,0.0,0.0,16.103,38.673,38.673,38.673,38.673,10.0,10.0,4.16,4.16,4.16
902,902,1784,3,20,13,30,0.0,0.0,16.103,38.673,38.673,38.673,38.673,10.0,10.0,3.23,3.23,3.23
903,903,1784,3,24,0,0,0.0,0.0,14.5,46.08,46.08,46.08,46.08,10.0,10.0,4.86,4.86,4.86
904,904,1784,3,30,11,0,0.0,0.0,9.183,44.776,44.776,44.776,44.776,10.0,10.0,4.16,4.16,4.16
905,905,1784,4,6,23,0,0.0,0.0,12.685,41.756,41.756,41.756,41.756,10.0,10.0,4.4,4.4,4.4
906,906,1784,10,14,0,0,0.0,0.0,16.21,38.293,38.293,38.293,38.293,10.0,10.0,5.1,5.1,5.1
907,907,1785,3,17,3,33,0.0,0.0,15.555,38.185,38.185,38.185,38.185,10.0,10.0,4.86,4.86,4.86
908,908,1785,4,13,7,0,0.0,0.0,16.103,38.673,38.673,38.673,38.673,10.0,10.0,3.7,3.7,3.7
909,909,1785,4,29,10,45,0.0,0.0,6.625,44.659,44.659,44.659,44.659,10.0,10.0,4.4,4.4,4.4
910,910,1785,5,3,2,30,0.0,0.0,12.955,43.073,43.073,43.073,43.073,10.0,10.0,5.1,5.1,5.1
911,911,1785,7,19,22,30,0.0,0.0,11.079,45.978,45.978,45.978,45.978,10.0,10.0,3.7,3.7,3.7
912,912,1785,9,12,0,0,0.0,0.0,6.842,45.02,45.02,45.02,45.02,10.0,10.0,4.16,4.16,4.16
913,913,1785,10,2,21,10,0.0,0.0,,,,,,10.0,10.0,,,
914,914,1785,10,3,0,30,0.0,0.0,12.798,41.964,41.964,41.964,41.964,10.0,10.0,4.5,4.5,4.5
915,915,1785,10,9,3,15,0.0,0.0,12.788,42.536,42.536,42.536,42.536,10.0,10.0,5.76,5.76,5.76
916,916,1785,11,18,0,0,0.0,0.0,,,,,,10.0,10.0,,,
917,917,1786,1,15,0,0,0.0,0.0,12.577,43.351,43.351,43.351,43.351,10.0,10.0,5.1,5.1,5.1
918,918,1786,1,17,0,0,0.0,0.0,12.553,43.361,43.361,43.361,43.361,10.0,10.0,4.44,4.44,4.44
919,919,1786,2,23,7,40,0.0,0.0,16.103,38.673,38.673,38.673,38.673,10.0,10.0,4.16,4.16,4.16
920,920,1786,3,10,14,10,0.0,0.0,15.021,38.102,38.102,38.102,38.102,10.0,10.0,6.14,6.14,6.14
921,921,1786,4,7,0,15,0.0,0.0,9.55,45.267,45.267,45.267,45.267,10.0,10.0,5.22,5.22,5.22
922,922,1786,4,11,9,0,0.0,0.0,14.5,46.08,46.08,46.08,46.08,10.0,10.0,4.63,4.63,4.63
923,923,1786,7,31,0,0,0.0,0.0,13.399,42.351,42.351,42.351,42.351,10.0,10.0,4.89,4.89,4.89
924,924,1786,11,24,6,45,0.0,0.0,7.909,44.731,44.731,44.731,44.731,10.0,10.0,4.29,4.29,4.29
925,925,1786,12,25,1,0,0.0,0.0,12.565,43.991,43.991,43.991,43.991,10.0,10.0,5.66,5.66,5.66
926,926,1786,12,28,0,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
927,927,1787,4,25,0,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
928,928,1787,7,16,10,0,0.0,0.0,11.62,44.835,44.835,44.835,44.835,10.0,10.0,4.4,4.4,4.4
929,929,1787,7,26,7,15,0.0,0.0,11.62,44.835,44.835,44.835,44.835,10.0,10.0,4.86,4.86,4.86
930,930,1787,8,26,23,30,0.0,0.0,9.81,47.16,47.16,47.16,47.16,10.0,10.0,4.7,4.7,4.7
931,931,1787,9,20,4,0,0.0,0.0,15.555,38.185,38.185,38.185,38.185,10.0,10.0,4.16,4.16,4.16
932,932,1787,10,20,13,30,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,3.7,3.7,3.7
933,933,1787,10,21,12,30,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,4.16,4.16,4.16
934,934,1787,10,21,23,0,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,4.16,4.16,4.16
935,935,1787,10,23,5,0,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,4.16,4.16,4.16
936,936,1787,12,9,4,30,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
937,937,1787,12,26,15,10,0.0,0.0,,,,,,10.0,10.0,,,
938,938,1787,12,26,0,0,0.0,0.0,11.767,43.723,43.723,43.723,43.723,10.0,10.0,4.4,4.4,4.4
939,939,1788,4,18,0,0,0.0,0.0,13.018,43.837,43.837,43.837,43.837,10.0,10.0,4.4,4.4,4.4
940,940,1788,10,20,21,10,0.0,0.0,13.019,46.398,46.398,46.398,46.398,10.0,10.0,5.19,5.19,5.19
941,941,1789,2,7,0,0,0.0,0.0,15.875,38.391,38.391,38.391,38.391,10.0,10.0,5.1,5.1,5.1
942,942,1789,8,4,0,0,0.0,0.0,12.302,45.938,45.938,45.938,45.938,10.0,10.0,3.93,3.93,3.93
943,943,1789,9,30,10,0,0.0,0.0,12.217,43.51,43.51,43.51,43.51,10.0,10.0,5.89,5.89,5.89
944,944,1790,6,1,0,0,0.0,0.0,,,,,,10.0,10.0,,,
945,945,1790,7,26,0,0,0.0,0.0,9.909,44.354,44.354,44.354,44.354,10.0,10.0,5.1,5.1,5.1
946,946,1791,1,1,0,0,0.0,0.0,13.399,42.351,42.351,42.351,42.351,10.0,10.0,5.33,5.33,5.33
947,947,1791,10,11,13,5,0.0,0.0,12.861,42.95,42.95,42.95,42.95,10.0,10.0,5.57,5.57,5.57
948,948,1791,10,13,1,20,0.0,0.0,16.268,38.636,38.636,38.636,38.636,10.0,10.0,6.14,6.14,6.14
949,949,1792,4,1,12,0,0.0,0.0,16.087,39.973,39.973,39.973,39.973,10.0,10.0,4.4,4.4,4.4
950,950,1792,7,20,0,0,0.0,0.0,12.714,42.532,42.532,42.532,42.532,10.0,10.0,5.06,5.06,5.06
951,951,1792,10,20,0,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
952,952,1792,1,1,0,0,0.0,0.0,15.157,37.643,37.643,37.643,37.643,10.0,10.0,4.03,4.03,4.03
953,953,1793,4,21,0,0,0.0,0.0,12.811,43.025,43.025,43.025,43.025,10.0,10.0,5.33,5.33,5.33
954,954,1793,7,25,0,0,0.0,0.0,13.198,40.844,40.844,40.844,40.844,10.0,10.0,4.63,4.63,4.63
955,955,1794,5,12,10,59,0.0,0.0,11.39,47.27,47.27,47.27,47.27,10.0,10.0,4.63,4.63,4.63
956,956,1794,6,7,0,45,0.0,0.0,12.821,46.306,46.306,46.306,46.306,10.0,10.0,5.96,5.96,5.96
957,957,1794,6,7,2,35,0.0,0.0,,,,,,10.0,10.0,,,
958,958,1794,6,12,22,30,0.0,0.0,14.924,41.108,41.108,41.108,41.108,10.0,10.0,5.26,5.26,5.26
959,959,1794,6,15,0,0,0.0,0.0,14.367,40.786,40.786,40.786,40.786,10.0,10.0,2.87,2.87,2.87
960,960,1794,6,30,4,45,0.0,0.0,12.795,46.297,46.297,46.297,46.297,10.0,10.0,5.4,5.4,5.4
961,961,1795,1,1,2,15,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,4.16,4.16,4.16
962,962,1795,2,14,19,15,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,3.7,3.7,3.7
963,963,1795,6,19,23,30,0.0,0.0,13.443,43.182,43.182,43.182,43.182,10.0,10.0,4.7,4.7,4.7
964,964,1795,8,15,0,0,0.0,0.0,12.871,41.918,41.918,41.918,41.918,10.0,10.0,4.63,4.63,4.63
965,965,1796,2,5,2,0,0.0,0.0,11.873,43.534,43.534,43.534,43.534,10.0,10.0,4.96,4.96,4.96
966,966,1796,3,18,16,30,0.0,0.0,13.909,40.746,40.746,40.746,40.746,10.0,10.0,3.88,3.88,3.88
967,967,1796,10,22,4,0,0.0,0.0,11.67,44.614,44.614,44.614,44.614,10.0,10.0,5.45,5.45,5.45
968,968,1797,10,30,5,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
969,969,1798,5,26,0,0,0.0,0.0,11.417,43.343,43.343,43.343,43.343,10.0,10.0,4.85,4.85,4.85
970,970,1798,9,8,16,45,0.0,0.0,11.651,43.077,43.077,43.077,43.077,10.0,10.0,4.86,4.86,4.86
971,971,1799,2,22,5,45,0.0,0.0,10.779,44.771,44.771,44.771,44.771,10.0,10.0,4.16,4.16,4.16
972,972,1799,5,29,19,0,0.0,0.0,10.27,45.404,45.404,45.404,45.404,10.0,10.0,5.04,5.04,5.04
973,973,1799,7,28,22,5,0.0,0.0,13.151,43.193,43.193,43.193,43.193,10.0,10.0,6.18,6.18,6.18
974,974,1799,9,9,10,30,0.0,0.0,12.704,42.955,42.955,42.955,42.955,10.0,10.0,5.1,5.1,5.1
975,975,1799,10,26,4,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
976,976,1800,12,29,10,15,0.0,0.0,12.778,41.688,41.688,41.688,41.688,10.0,10.0,4.74,4.74,4.74
977,977,1801,7,18,18,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
978,978,1801,10,8,7,52,53.0,53.0,11.421,44.466,44.466,44.466,44.466,10.0,10.0,4.9,4.9,4.9
979,979,1802,1,4,0,0,0.0,0.0,,,,,,10.0,10.0,,,
980,980,1802,5,12,9,30,0.0,0.0,9.839,45.424,45.424,45.424,45.424,10.0,10.0,5.6,5.6,5.6
981,981,1802,8,10,1,45,0.0,0.0,10.774,43.541,43.541,43.541,43.541,10.0,10.0,4.16,4.16,4.16
982,982,1802,10,30,18,30,0.0,0.0,11.535,43.085,43.085,43.085,43.085,10.0,10.0,5.15,5.15,5.15
983,983,1803,3,1,16,0,0.0,0.0,12.992,46.512,46.512,46.512,46.512,10.0,10.0,3.7,3.7,3.7
984,984,1803,4,7,0,0,0.0,0.0,13.551,42.505,42.505,42.505,42.505,10.0,10.0,3.93,3.93,3.93
985,985,1804,5,22,19,15,0.0,0.0,13.646,42.529,42.529,42.529,42.529,10.0,10.0,5.42,5.42,5.42
986,986,1804,7,28,23,0,0.0,0.0,12.728,42.796,42.796,42.796,42.796,10.0,10.0,4.95,4.95,4.95
987,987,1804,10,2,21,55,0.0,0.0,11.147,43.489,43.489,43.489,43.489,10.0,10.0,4.18,4.18,4.18
988,988,1804,10,6,10,30,0.0,0.0,11.332,43.318,43.318,43.318,43.318,10.0,10.0,3.7,3.7,3.7
989,989,1804,10,18,20,0,0.0,0.0,11.105,43.453,43.453,43.453,43.453,10.0,10.0,5.1,5.1,5.1
990,990,1804,12,17,0,0,0.0,0.0,11.162,43.419,43.419,43.419,43.419,10.0,10.0,4.84,4.84,4.84
991,991,1804,1,1,0,0,0.0,0.0,11.111,43.605,43.605,43.605,43.605,10.0,10.0,4.86,4.86,4.86
992,992,1805,5,9,1,0,0.0,0.0,13.483,43.459,43.459,43.459,43.459,10.0,10.0,4.4,4.4,4.4
993,993,1805,7,11,0,0,0.0,0.0,15.15,37.718,37.718,37.718,37.718,10.0,10.0,4.59,4.59,4.59
994,994,1805,7,26,21,0,0.0,0.0,14.474,41.5,41.5,41.5,41.5,10.0,10.0,6.68,6.68,6.68
995,995,1805,10,13,22,0,0.0,0.0,14.393,41.002,41.002,41.002,41.002,10.0,10.0,5.1,5.1,5.1
996,996,1805,11,30,5,0,0.0,0.0,9.78,46.57,46.57,46.57,46.57,10.0,10.0,3.2,3.2,3.2
997,997,1806,2,12,0,0,0.0,0.0,10.671,44.862,44.862,44.862,44.862,10.0,10.0,5.21,5.21,5.21
998,998,1806,3,31,0,0,0.0,0.0,7.749,43.844,43.844,43.844,43.844,10.0,10.0,4.62,4.62,4.62
999,999,1806,6,20,23,15,0.0,0.0,7.267,43.7,43.7,43.7,43.7,10.0,10.0,4.63,4.63,4.63
1000,1000,1806,7,21,9,0,0.0,0.0,13.814,41.491,41.491,41.491,41.491,10.0,10.0,4.4,4.4,4.4
1001,1001,1806,8,26,7,35,0.0,0.0,12.725,41.718,41.718,41.718,41.718,10.0,10.0,5.61,5.61,5.61
1002,1002,1807,1,28,17,0,0.0,0.0,14.228,41.592,41.592,41.592,41.592,10.0,10.0,4.4,4.4,4.4
1003,1003,1807,9,5,1,30,0.0,0.0,7.945,43.948,43.948,43.948,43.948,10.0,10.0,4.81,4.81,4.81
1004,1004,1807,11,11,0,0,0.0,0.0,15.84,40.3,40.3,40.3,40.3,10.0,10.0,4.87,4.87,4.87
1005,1005,1807,12,19,1,30,0.0,0.0,7.97,45.552,45.552,45.552,45.552,10.0,10.0,4.16,4.16,4.16
1006,1006,1808,4,2,16,43,0.0,0.0,7.248,44.838,44.838,44.838,44.838,10.0,10.0,5.64,5.64,5.64
1007,1007,1808,4,2,20,15,0.0,0.0,7.261,44.823,44.823,44.823,44.823,10.0,10.0,5.02,5.02,5.02
1008,1008,1808,4,16,1,15,0.0,0.0,7.316,44.846,44.846,44.846,44.846,10.0,10.0,5.34,5.34,5.34
1009,1009,1808,4,18,3,0,0.0,0.0,7.188,44.88,44.88,44.88,44.88,10.0,10.0,5.11,5.11,5.11
1010,1010,1808,4,20,10,0,0.0,0.0,7.293,44.814,44.814,44.814,44.814,10.0,10.0,4.85,4.85,4.85
1011,1011,1808,10,26,21,0,0.0,0.0,10.309,43.551,43.551,43.551,43.551,10.0,10.0,4.63,4.63,4.63
1012,1012,1809,8,14,11,0,0.0,0.0,13.399,42.351,42.351,42.351,42.351,10.0,10.0,4.63,4.63,4.63
1013,1013,1809,8,25,12,13,0.0,0.0,13.453,43.3,43.3,43.3,43.3,10.0,10.0,4.63,4.63,4.63
1014,1014,1810,5,1,0,0,0.0,0.0,10.809,45.764,45.764,45.764,45.764,10.0,10.0,4.63,4.63,4.63
1015,1015,1810,7,13,13,0,0.0,0.0,12.671,41.72,41.72,41.72,41.72,10.0,10.0,4.4,4.4,4.4
1016,1016,1810,9,30,0,0,0.0,0.0,12.239,43.608,43.608,43.608,43.608,10.0,10.0,3.93,3.93,3.93
1017,1017,1810,12,25,0,45,0.0,0.0,10.719,44.9,44.9,44.9,44.9,10.0,10.0,5.06,5.06,5.06
1018,1018,1811,2,18,2,15,0.0,0.0,12.652,41.89,41.89,41.89,41.89,10.0,10.0,3.93,3.93,3.93
1019,1019,1811,6,6,22,45,0.0,0.0,9.533,46.867,46.867,46.867,46.867,10.0,10.0,3.9,3.9,3.9
1020,1020,1811,7,15,22,44,0.0,0.0,10.728,44.572,44.572,44.572,44.572,10.0,10.0,5.13,5.13,5.13
1021,1021,1811,8,1,19,0,0.0,0.0,15.647,38.108,38.108,38.108,38.108,10.0,10.0,4.4,4.4,4.4
1022,1022,1812,3,22,2,20,0.0,0.0,12.477,41.899,41.899,41.899,41.899,10.0,10.0,4.86,4.86,4.86
1023,1023,1812,9,11,12,0,0.0,0.0,11.14,43.659,43.659,43.659,43.659,10.0,10.0,5.24,5.24,5.24
1024,1024,1812,10,25,7,0,0.0,0.0,12.589,46.027,46.027,46.027,46.027,10.0,10.0,5.62,5.62,5.62
1025,1025,1813,9,21,7,45,0.0,0.0,11.97,44.25,44.25,44.25,44.25,10.0,10.0,5.28,5.28,5.28
1026,1026,1813,9,22,1,30,0.0,0.0,10.19,46.76,46.76,46.76,46.76,10.0,10.0,4.6,4.6,4.6
1027,1027,1814,4,3,0,0,0.0,0.0,10.355,43.635,43.635,43.635,43.635,10.0,10.0,5.12,5.12,5.12
1028,1028,1814,4,28,0,0,0.0,0.0,11.39,47.27,47.27,47.27,47.27,10.0,10.0,4.63,4.63,4.63
1029,1029,1814,11,25,0,0,0.0,0.0,14.778,41.131,41.131,41.131,41.131,10.0,10.0,4.4,4.4,4.4
1030,1030,1814,12,1,6,0,0.0,0.0,14.778,41.131,41.131,41.131,41.131,10.0,10.0,4.63,4.63,4.63
1031,1031,1815,1,11,23,30,0.0,0.0,11.683,42.865,42.865,42.865,42.865,10.0,10.0,4.86,4.86,4.86
1032,1032,1815,2,26,0,0,0.0,0.0,11.433,45.722,45.722,45.722,45.722,10.0,10.0,3.7,3.7,3.7
1033,1033,1815,8,12,0,0,0.0,0.0,10.915,43.933,43.933,43.933,43.933,10.0,10.0,4.63,4.63,4.63
1034,1034,1815,9,3,23,0,0.0,0.0,13.015,42.832,42.832,42.832,42.832,10.0,10.0,5.58,5.58,5.58
1035,1035,1817,1,14,0,0,0.0,0.0,13.083,37.508,37.508,37.508,37.508,10.0,10.0,3.93,3.93,3.93
1036,1036,1817,3,11,21,25,0.0,0.0,6.742,46.0,46.0,46.0,46.0,10.0,10.0,5.4,5.4,5.4
1037,1037,1817,4,17,0,0,0.0,0.0,15.763,40.576,40.576,40.576,40.576,10.0,10.0,3.97,3.97,3.97
1038,1038,1817,10,19,2,30,0.0,0.0,15.555,38.185,38.185,38.185,38.185,10.0,10.0,4.4,4.4,4.4
1039,1039,1817,11,12,3,0,0.0,0.0,6.15,46.217,46.217,46.217,46.217,10.0,10.0,4.03,4.03,4.03
1040,1040,1818,2,20,18,15,0.0,0.0,15.14,37.603,37.603,37.603,37.603,10.0,10.0,6.28,6.28,6.28
1041,1041,1818,2,23,18,10,0.0,0.0,8.034,43.92,43.92,43.92,43.92,10.0,10.0,5.32,5.32,5.32
1042,1042,1818,3,1,2,45,0.0,0.0,14.756,37.204,37.204,37.204,37.204,10.0,10.0,5.57,5.57,5.57
1043,1043,1818,9,8,9,50,0.0,0.0,14.082,37.813,37.813,37.813,37.813,10.0,10.0,5.34,5.34,5.34
1044,1044,1818,12,9,18,55,0.0,0.0,10.296,44.696,44.696,44.696,44.696,10.0,10.0,5.24,5.24,5.24
1045,1045,1819,1,8,22,30,0.0,0.0,7.932,43.865,43.865,43.865,43.865,10.0,10.0,4.86,4.86,4.86
1046,1046,1819,2,24,23,20,0.0,0.0,14.042,37.939,37.939,37.939,37.939,10.0,10.0,5.37,5.37,5.37
1047,1047,1819,5,2,14,0,0.0,0.0,14.02,46.0,46.0,46.0,46.0,10.0,10.0,4.86,4.86,4.86
1048,1048,1819,5,26,16,30,0.0,0.0,11.757,42.252,42.252,42.252,42.252,10.0,10.0,5.1,5.1,5.1
1049,1049,1819,7,26,0,0,0.0,0.0,15.087,37.502,37.502,37.502,37.502,10.0,10.0,3.93,3.93,3.93
1050,1050,1820,7,17,6,30,0.0,0.0,11.71,47.35,47.35,47.35,47.35,10.0,10.0,5.1,5.1,5.1
1051,1051,1820,1,1,0,0,0.0,0.0,14.691,37.266,37.266,37.266,37.266,10.0,10.0,4.4,4.4,4.4
1052,1052,1821,3,22,0,0,0.0,0.0,12.86,42.402,42.402,42.402,42.402,10.0,10.0,5.1,5.1,5.1
1053,1053,1821,8,2,0,0,0.0,0.0,16.456,38.939,38.939,38.939,38.939,10.0,10.0,5.1,5.1,5.1
1054,1054,1821,9,13,0,0,0.0,0.0,16.456,38.939,38.939,38.939,38.939,10.0,10.0,4.63,4.63,4.63
1055,1055,1821,11,22,1,15,0.0,0.0,15.214,41.975,41.975,41.975,41.975,10.0,10.0,5.59,5.59,5.59
1056,1056,1822,3,16,0,0,0.0,0.0,14.708,42.117,42.117,42.117,42.117,10.0,10.0,5.33,5.33,5.33
1057,1057,1822,4,6,0,0,0.0,0.0,14.398,37.747,37.747,37.747,37.747,10.0,10.0,4.34,4.34,4.34
1058,1058,1822,7,14,0,0,0.0,0.0,16.903,39.282,39.282,39.282,39.282,10.0,10.0,4.63,4.63,4.63
1059,1059,1822,8,12,2,30,0.0,0.0,14.5,46.05,46.05,46.05,46.05,10.0,10.0,4.63,4.63,4.63
1060,1060,1823,3,5,16,37,0.0,0.0,14.344,38.185,38.185,38.185,38.185,10.0,10.0,5.81,5.81,5.81
1061,1061,1823,3,27,0,0,0.0,0.0,12.329,37.931,37.931,37.931,37.931,10.0,10.0,4.86,4.86,4.86
